 Length of each field (nt):
   48
 Number of Pressure levels (np):
   18
 Pressure Levels p (mb) [nt,np]: with p arranged from high Z to low --
  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02
  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02
  1.1500000E+02  1.1500000E+02  1.1499999E+02  1.1500000E+02  1.1500001E+02
  1.1500000E+02  1.1500001E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02
  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500001E+02  1.1500000E+02
  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02
  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02
  1.1500000E+02  1.1499999E+02  1.1500000E+02  1.1500001E+02  1.1500000E+02
  1.1500001E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02  1.1500000E+02
  1.1500000E+02  1.1500000E+02  1.1500001E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02  1.6500000E+02
  1.6500000E+02  1.6500000E+02  1.6500000E+02
  2.1500000E+02  2.1500000E+02  2.1500000E+02  2.1500000E+02  2.1500000E+02
  2.1500000E+02  2.1500000E+02  2.1500000E+02  2.1500002E+02  2.1500000E+02
  2.1500000E+02  2.1500000E+02  2.1500000E+02  2.1500000E+02  2.1500000E+02
