 Length of each field (nt):
   48
 Number of Pressure levels (np):
   31
 Pressure Levels p (mb) [nt,np]: with p arranged from high Z to low --
  1.2549010E+01  1.2557130E+01  1.2554690E+01  1.2490970E+01  1.2326420E+01
  1.2066220E+01  1.1726930E+01  1.1328060E+01  1.0902100E+01  1.0484990E+01
  1.0110780E+01  9.8067017E+00  1.2802980E+01  1.2612060E+01  1.2498780E+01
  1.2440000E+01  1.2416320E+01  1.2422610E+01  1.2456970E+01  1.2513610E+01
  1.2571170E+01  1.2604000E+01  1.2595700E+01  1.2567440E+01  1.2549010E+01
  1.2557130E+01  1.2554690E+01  1.2490970E+01  1.2326420E+01  1.2066220E+01
  1.1726930E+01  1.1328060E+01  1.0902100E+01  1.0484990E+01  1.0110780E+01
  9.8067017E+00  1.2802980E+01  1.2612060E+01  1.2498780E+01  1.2440000E+01
  1.2416320E+01  1.2422610E+01  1.2456970E+01  1.2513610E+01  1.2571170E+01
  1.2604000E+01  1.2595700E+01  1.2567440E+01
  3.2549011E+01  3.2557129E+01  3.2554691E+01  3.2490971E+01  3.2326420E+01
  3.2066219E+01  3.1726931E+01  3.1328060E+01  3.0902100E+01  3.0484989E+01
  3.0110781E+01  2.9806700E+01  3.2802979E+01  3.2612061E+01  3.2498779E+01
  3.2439999E+01  3.2416321E+01  3.2422611E+01  3.2456970E+01  3.2513611E+01
  3.2571171E+01  3.2604000E+01  3.2595699E+01  3.2567440E+01  3.2549011E+01
  3.2557129E+01  3.2554691E+01  3.2490971E+01  3.2326420E+01  3.2066219E+01
  3.1726931E+01  3.1328060E+01  3.0902100E+01  3.0484989E+01  3.0110781E+01
  2.9806700E+01  3.2802979E+01  3.2612061E+01  3.2498779E+01  3.2439999E+01
  3.2416321E+01  3.2422611E+01  3.2456970E+01  3.2513611E+01  3.2571171E+01
  3.2604000E+01  3.2595699E+01  3.2567440E+01
  5.2549011E+01  5.2557129E+01  5.2554691E+01  5.2490971E+01  5.2326420E+01
  5.2066219E+01  5.1726929E+01  5.1328060E+01  5.0902100E+01  5.0484989E+01
  5.0110779E+01  4.9806702E+01  5.2802979E+01  5.2612061E+01  5.2498779E+01
  5.2439999E+01  5.2416321E+01  5.2422611E+01  5.2456970E+01  5.2513611E+01
  5.2571171E+01  5.2604000E+01  5.2595699E+01  5.2567440E+01  5.2549011E+01
  5.2557129E+01  5.2554691E+01  5.2490971E+01  5.2326420E+01  5.2066219E+01
  5.1726929E+01  5.1328060E+01  5.0902100E+01  5.0484989E+01  5.0110779E+01
  4.9806702E+01  5.2802979E+01  5.2612061E+01  5.2498779E+01  5.2439999E+01
  5.2416321E+01  5.2422611E+01  5.2456970E+01  5.2513611E+01  5.2571171E+01
  5.2604000E+01  5.2595699E+01  5.2567440E+01
  7.2549011E+01  7.2557129E+01  7.2554688E+01  7.2490967E+01  7.2326424E+01
  7.2066223E+01  7.1726929E+01  7.1328056E+01  7.0902100E+01  7.0484993E+01
  7.0110779E+01  6.9806702E+01  7.2802979E+01  7.2612061E+01  7.2498779E+01
  7.2440002E+01  7.2416321E+01  7.2422607E+01  7.2456970E+01  7.2513611E+01
  7.2571167E+01  7.2603996E+01  7.2595703E+01  7.2567436E+01  7.2549011E+01
  7.2557129E+01  7.2554688E+01  7.2490967E+01  7.2326424E+01  7.2066223E+01
  7.1726929E+01  7.1328056E+01  7.0902100E+01  7.0484993E+01  7.0110779E+01
  6.9806702E+01  7.2802979E+01  7.2612061E+01  7.2498779E+01  7.2440002E+01
  7.2416321E+01  7.2422607E+01  7.2456970E+01  7.2513611E+01  7.2571167E+01
  7.2603996E+01  7.2595703E+01  7.2567436E+01
  9.2618958E+01  9.2627083E+01  9.2624634E+01  9.2560913E+01  9.2396362E+01
  9.2136169E+01  9.1796883E+01  9.1398010E+01  9.0972054E+01  9.0554932E+01
  9.0180733E+01  8.9876648E+01  9.2872917E+01  9.2682007E+01  9.2568733E+01
  9.2509949E+01  9.2486267E+01  9.2492554E+01  9.2526917E+01  9.2583557E+01
  9.2641113E+01  9.2673950E+01  9.2665649E+01  9.2637390E+01  9.2618958E+01
  9.2627083E+01  9.2624634E+01  9.2560913E+01  9.2396362E+01  9.2136169E+01
  9.1796883E+01  9.1398010E+01  9.0972054E+01  9.0554932E+01  9.0180733E+01
  8.9876648E+01  9.2872917E+01  9.2682007E+01  9.2568733E+01  9.2509949E+01
  9.2486267E+01  9.2492554E+01  9.2526917E+01  9.2583557E+01  9.2641113E+01
  9.2673950E+01  9.2665649E+01  9.2637390E+01
  1.1313620E+02  1.1314430E+02  1.1314190E+02  1.1307820E+02  1.1291360E+02
  1.1265340E+02  1.1231410E+02  1.1191530E+02  1.1148930E+02  1.1107220E+02
  1.1069800E+02  1.1039390E+02  1.1339020E+02  1.1319930E+02  1.1308600E+02
  1.1302720E+02  1.1300350E+02  1.1300980E+02  1.1304420E+02  1.1310080E+02
  1.1315840E+02  1.1319120E+02  1.1318290E+02  1.1315470E+02  1.1313620E+02
  1.1314430E+02  1.1314190E+02  1.1307820E+02  1.1291360E+02  1.1265340E+02
  1.1231410E+02  1.1191530E+02  1.1148930E+02  1.1107220E+02  1.1069800E+02
  1.1039390E+02  1.1339020E+02  1.1319930E+02  1.1308600E+02  1.1302720E+02
  1.1300350E+02  1.1300980E+02  1.1304420E+02  1.1310080E+02  1.1315840E+02
  1.1319120E+02  1.1318290E+02  1.1315470E+02
  1.3467709E+02  1.3468520E+02  1.3468269E+02  1.3461900E+02  1.3445450E+02
  1.3419431E+02  1.3385500E+02  1.3345610E+02  1.3303020E+02  1.3261301E+02
  1.3223880E+02  1.3193480E+02  1.3493100E+02  1.3474010E+02  1.3462680E+02
  1.3456810E+02  1.3454440E+02  1.3455070E+02  1.3458501E+02  1.3464169E+02
  1.3469920E+02  1.3473210E+02  1.3472380E+02  1.3469550E+02  1.3467709E+02
  1.3468520E+02  1.3468269E+02  1.3461900E+02  1.3445450E+02  1.3419431E+02
  1.3385500E+02  1.3345610E+02  1.3303020E+02  1.3261301E+02  1.3223880E+02
  1.3193480E+02  1.3493100E+02  1.3474010E+02  1.3462680E+02  1.3456810E+02
  1.3454440E+02  1.3455070E+02  1.3458501E+02  1.3464169E+02  1.3469920E+02
  1.3473210E+02  1.3472380E+02  1.3469550E+02
  1.5768520E+02  1.5769341E+02  1.5769090E+02  1.5762720E+02  1.5746260E+02
  1.5720250E+02  1.5686320E+02  1.5646429E+02  1.5603830E+02  1.5562120E+02
  1.5524699E+02  1.5494290E+02  1.5793919E+02  1.5774831E+02  1.5763499E+02
  1.5757620E+02  1.5755260E+02  1.5755881E+02  1.5759320E+02  1.5764980E+02
  1.5770740E+02  1.5774020E+02  1.5773190E+02  1.5770370E+02  1.5768520E+02
  1.5769341E+02  1.5769090E+02  1.5762720E+02  1.5746260E+02  1.5720250E+02
  1.5686320E+02  1.5646429E+02  1.5603830E+02  1.5562120E+02  1.5524699E+02
  1.5494290E+02  1.5793919E+02  1.5774831E+02  1.5763499E+02  1.5757620E+02
  1.5755260E+02  1.5755881E+02  1.5759320E+02  1.5764980E+02  1.5770740E+02
  1.5774020E+02  1.5773190E+02  1.5770370E+02
  1.8243221E+02  1.8244031E+02  1.8243790E+02  1.8237410E+02  1.8220959E+02
  1.8194940E+02  1.8161011E+02  1.8121120E+02  1.8078529E+02  1.8036819E+02
  1.7999400E+02  1.7968990E+02  1.8268620E+02  1.8249519E+02  1.8238200E+02
  1.8232320E+02  1.8229950E+02  1.8230580E+02  1.8234010E+02  1.8239680E+02
  1.8245430E+02  1.8248720E+02  1.8247890E+02  1.8245061E+02  1.8243221E+02
  1.8244031E+02  1.8243790E+02  1.8237410E+02  1.8220959E+02  1.8194940E+02
  1.8161011E+02  1.8121120E+02  1.8078529E+02  1.8036819E+02  1.7999400E+02
  1.7968990E+02  1.8268620E+02  1.8249519E+02  1.8238200E+02  1.8232320E+02
  1.8229950E+02  1.8230580E+02  1.8234010E+02  1.8239680E+02  1.8245430E+02
  1.8248720E+02  1.8247890E+02  1.8245061E+02
  2.0905830E+02  2.0906641E+02  2.0906400E+02  2.0900020E+02  2.0883569E+02
  2.0857550E+02  2.0823621E+02  2.0783730E+02  2.0741141E+02  2.0699429E+02
  2.0662010E+02  2.0631599E+02  2.0931230E+02  2.0912131E+02  2.0900810E+02
  2.0894930E+02  2.0892560E+02  2.0893190E+02  2.0896620E+02  2.0902290E+02
  2.0908040E+02  2.0911330E+02  2.0910500E+02  2.0907671E+02  2.0905830E+02
  2.0906641E+02  2.0906400E+02  2.0900020E+02  2.0883569E+02  2.0857550E+02
  2.0823621E+02  2.0783730E+02  2.0741141E+02  2.0699429E+02  2.0662010E+02
  2.0631599E+02  2.0931230E+02  2.0912131E+02  2.0900810E+02  2.0894930E+02
  2.0892560E+02  2.0893190E+02  2.0896620E+02  2.0902290E+02  2.0908040E+02
  2.0911330E+02  2.0910500E+02  2.0907671E+02
  2.3760530E+02  2.3761340E+02  2.3761099E+02  2.3754720E+02  2.3738271E+02
  2.3712250E+02  2.3678320E+02  2.3638429E+02  2.3595840E+02  2.3554131E+02
  2.3516710E+02  2.3486301E+02  2.3785930E+02  2.3766830E+02  2.3755510E+02
  2.3749631E+02  2.3747260E+02  2.3747890E+02  2.3751320E+02  2.3756990E+02
  2.3762740E+02  2.3766029E+02  2.3765199E+02  2.3762370E+02  2.3760530E+02
  2.3761340E+02  2.3761099E+02  2.3754720E+02  2.3738271E+02  2.3712250E+02
  2.3678320E+02  2.3638429E+02  2.3595840E+02  2.3554131E+02  2.3516710E+02
  2.3486301E+02  2.3785930E+02  2.3766830E+02  2.3755510E+02  2.3749631E+02
  2.3747260E+02  2.3747890E+02  2.3751320E+02  2.3756990E+02  2.3762740E+02
  2.3766029E+02  2.3765199E+02  2.3762370E+02
  2.6804590E+02  2.6805399E+02  2.6805161E+02  2.6798792E+02  2.6782330E+02
  2.6756311E+02  2.6722379E+02  2.6682501E+02  2.6639899E+02  2.6598190E+02
  2.6560770E+02  2.6530359E+02  2.6829990E+02  2.6810889E+02  2.6799570E+02
  2.6793689E+02  2.6791321E+02  2.6791949E+02  2.6795389E+02  2.6801050E+02
  2.6806812E+02  2.6810089E+02  2.6809259E+02  2.6806430E+02  2.6804590E+02
  2.6805399E+02  2.6805161E+02  2.6798792E+02  2.6782330E+02  2.6756311E+02
  2.6722379E+02  2.6682501E+02  2.6639899E+02  2.6598190E+02  2.6560770E+02
  2.6530359E+02  2.6829990E+02  2.6810889E+02  2.6799570E+02  2.6793689E+02
  2.6791321E+02  2.6791949E+02  2.6795389E+02  2.6801050E+02  2.6806812E+02
