"t_IDs" "AKN" "ALPHAT" "ALD" "ALMAVE" "AGREF" "AGRE1" "AGRE2" "RAUTEFR" "RQLCR" "RAUTEFS" "RQICRMIN" "RQICRMAX" "RQICRT1" "TFVL" "TFVI" "TFVR" "TFVS" "RDTFAC" "RACCEF" "RRIMEF" "RAGGEF" "REVASX" "RNINTR" "RNINTS" "RKDN" "RKDX" "TENTR" "TENTRX" "VVN" "VVX" "ALFX" "REFLCAPE" "FNEBC" "GCVRE" "GREDDL" "GREDDI" "GREDDR" "GREDDS" "GCVTURB" "ECMNP" "GAMAP1" "FENTRT" "FEVAPC" "RREVASXCS" "RLWINHF_ICE" "RLWINHF_LIQ" "RSWINHF_ICE" "RSWINHF_LIQ" "GWDAMP" "GWDBC" "GWDCD" "GWDLT" "GWDSE" "GWDPROF" "GWDVALI" "HOBST"
"GCM_6-104" 0.192523196339607 2.31589818000793 0.743609309196472 27.2162456512451 -0.158487617969513 0.695147097110748 1.94425427913666 0.00421019131317735 3.24839711538516e-05 0.000713005196303129 7.44031680710577e-08 2.49918703048024e-05 -81.7817230224609 0.024557426571846 0.00100152043160051 3.31371665000916 0.977867007255554 1.33013677597046 1.6362441778183 0.320859253406525 0.596422433853149 1.06640891672782e-08 4371708 3276485.75 6.91493987687863e-05 0.000389701337553561 9.49012428463902e-06 6.55740150250494e-05 -2.57679009437561 -37.6111831665039 0.0691695138812065 4.72281217575073 0.323260456323624 0.645310997962952 0.256341695785522 0.256024718284607 0.0843896493315697 0.372306197881699 1.14993599709123e-05 2308.4755859375 1.85824394226074 1.28202712535858 2.55730724334717 0.307204335927963 0.820852041244507 0.775102853775024 0.658246874809265 0.947783470153809 0.888125956058502 3.4776771068573 3.79130029678345 1.3297780752182 0.000374381110304967 0.756961226463318 0.221305698156357 3.6100959777832
"GCM_6-105" 0.177302598953247 2.13861775398254 0.793967306613922 5.33559370040894 -0.308216094970703 4.74607467651367 7.28431034088135 0.000977109652012587 1.80166043719509e-05 0.00235990132205188 2.75568812213578e-09 3.72222748410422e-05 -83.8913955688477 0.0119083309546113 0.0251894555985928 3.63363790512085 1.50602340698242 1.09472572803497 1.71979033946991 0.204544261097908 0.186448901891708 2.38112320971595e-08 1287009 942655.187499999 6.69551081955433e-05 0.000452164909802377 9.84086909738835e-06 7.9731602454558e-05 -1.89445006847382 -31.7399749755859 0.0656899437308311 2.07493782043457 13.2766532897949 0.765017509460449 0.0357130579650402 0.0067808348685503 0.329128444194794 0.184266686439514 1.44853947858792e-05 9976.6181640625 1.11823618412018 2.31091213226318 2.64477014541626 0.961373805999756 0.920932412147522 0.567441940307617 0.923264145851135 0.641693353652954 0.955067336559296 4.97274971008301 7.34514379501343 1.06373381614685 0.000424906495027244 0.393744885921478 0.557227253913879 2.14139747619629
"GCM_6-106" 0.181177332997322 2.21771860122681 0.769570887088776 20.4107570648193 -0.422443896532059 1.40202212333679 6.92500400543213 0.0026489004958421 8.78116843523458e-05 0.00819076504558325 1.66329627404593e-07 8.74136894708499e-05 -73.0477523803711 0.13226293027401 0.0573753714561462 3.15089130401611 1.54437601566315 2.16871619224548 1.16479671001434 0.7592853307724 1.11056244373322 7.46810542295862e-08 32908928 3729246.25 6.31590592092834e-05 0.00050597992958501 6.84478436596692e-06 5.49223332200199e-05 -4.6620922088623 -44.5751152038574 0.0850497260689735 1.00802409648895 15.1013336181641 0.551376163959503 0.463415265083313 0.305193185806274 0.343590795993805 0.228100806474686 8.28117572382326e-06 7420.76611328125 1.82206189632416 1.36099922657013 5.31870889663696 0.852104663848877 0.910671532154083 0.925116956233978 0.530971646308899 0.508443892002106 0.204611852765083 2.03369426727295 6.4698920249939 0.406411200761795 0.000143093406222761 0.473673224449158 0.506563067436218 3.93183612823486
"GCM_6-107" 0.113662779331207 2.94644570350647 1.03564631938934 26.1489601135254 -0.146860122680664 1.84682166576385 8.26724147796631 0.00134484621230513 2.56478251685621e-05 0.00394578417763114 1.25637518166854e-08 4.50737934443168e-05 -58.8157653808594 0.070689968764782 0.0827765613794327 7.8656849861145 2.46768569946289 1.76708424091339 0.53277450799942 0.298450022935867 1.33903157711029 8.87970202256838e-07 8800927 305014.6875 6.92131361574866e-05 0.000321419269312173 8.13233600638341e-06 8.01611386123113e-05 -4.24378871917725 -29.7694759368896 0.0717020034790039 4.82464742660522 8.04513549804688 0.989526152610779 0.901098847389221 0.529319822788239 0.571102857589722 0.825543761253357 6.06138019065839e-06 3070.49560546875 1.45548033714294 2.60242557525635 8.72268962860107 0.576769053936005 0.920002281665802 0.703608512878418 0.860491752624512 0.969339430332184 0.821663796901703 1.0428375005722 1.96380960941315 0.816642701625824 0.000859088147990405 0.900156736373901 0.469836056232452 3.61797118186951
"GCM_6-108" 0.173473164439201 1.48700129985809 0.679616868495941 27.1770324707031 -0.108141630887985 5.33539628982544 3.73211741447449 0.000331123592332005 1.33409130285145e-05 0.00145859131589532 3.03766483966683e-07 1.07543937701848e-05 -85.1057968139648 0.18424029648304 0.0951882302761078 5.76265525817871 1.81191599369049 2.07423973083496 1.72910583019257 1.98690593242645 0.517839848995209 8.53091037811283e-08 18121548 1251339.75 4.99860907439142e-05 0.000246291689109057 4.82272071167245e-06 0.000119793679914437 -2.03434610366821 -42.8003730773926 0.0597289204597473 6.78894901275635 14.9963130950928 0.861157536506653 0.261002421379089 0.00365522364154458 0.535066306591034 0.928941011428833 3.85242819902487e-05 4758.83984375 1.57758045196533 1.57831621170044 4.76675033569336 0.91030490398407 0.780132234096527 0.825200855731964 0.846148550510406 0.598092019557953 0.0406707711517811 3.2715790271759 5.49954319000244 0.276632606983185 0.000327041168930009 0.406199425458908 0.153100192546844 3.96179699897766
"GCM_6-109" 0.158184453845024 2.22761797904968 0.639843344688416 1.02913725376129 -0.145297110080719 2.43426966667175 2.89949226379395 0.00100221752654761 8.48020135890693e-05 0.0197524540126324 4.4383174468976e-08 6.9952780904714e-05 -59.4753189086914 0.0955687761306763 0.0685233846306801 5.66433000564575 1.98720145225525 2.61095690727234 0.751818954944611 0.414534032344818 1.35136473178864 5.93578448615517e-08 4093937.5 4869555 6.97381838108413e-05 0.000162861280841753 2.81502002508205e-06 3.76791176677216e-05 -4.0201210975647 -38.719970703125 0.0592716000974178 5.40562629699707 19.270788192749 0.831862092018127 0.796461403369904 0.37811753153801 0.246966645121574 0.0229679439216852 3.64692436960468e-06 2855.908203125 1.78826344013214 0.844052791595459 4.16083431243896 0.279925376176834 0.622395813465118 0.88757449388504 0.779442012310028 0.735872507095337 0.96871680021286 4.81774950027466 5.59257078170776 0.920570433139801 0.00126189307775348 0.391896098852158 0.522047877311707 3.01268482208252
"GCM_6-110" 0.116433374583721 2.4120831489563 2.32688164710999 15.3618259429932 -0.169126853346825 1.50544393062592 1.30144965648651 0.000786522869020701 4.40249859821051e-05 0.00286005600355566 1.28042154656782e-09 3.39023017659201e-06 -65.0408630371094 0.156770959496498 0.156956732273102 3.60316061973572 2.7885217666626 1.98719191551208 1.19007062911987 0.751316547393799 0.214408248662949 9.60762008617167e-07 7496888 659679.124999999 3.62865830538794e-05 0.000369579298421741 3.34801234203042e-06 3.91681751352735e-05 -1.8214111328125 -29.7714576721191 0.060428973287344 9.15921974182129 6.25565195083618 0.886261880397797 0.424010157585144 0.56906396150589 0.0947083607316017 0.662867844104767 5.71795271753217e-06 6308.41455078125 1.33448731899261 0.818681180477142 4.94876384735107 0.292378544807434 0.831843614578247 0.930724799633026 0.706737220287323 0.786464750766754 0.3026083111763 2.59759831428528 5.19110488891602 1.2897824048996 0.000620668521150947 0.634522318840027 0.226122483611107 4.3990650177002
"GCM_6-111" 0.141587093472481 2.17102527618408 0.950124740600586 11.6540908813477 -0.112704709172249 3.40030312538147 0.354081720113754 0.00413431599736214 0.000158839422510937 0.000487179146148264 7.72273551774561e-07 4.83246958538075e-06 -53.4458312988281 0.0581280626356602 0.108057364821434 3.49175763130188 0.777788579463959 1.58098006248474 0.445110350847244 1.16864478588104 0.837700426578522 1.18049051422986e-07 37858536 505350.84375 6.04829911026172e-05 0.000429296778747812 5.1927186177636e-06 8.91694944584742e-05 -2.91261339187622 -33.5997428894043 0.0768382847309113 5.10526371002197 0.418646782636642 0.783729672431946 0.617258071899414 0.665865361690521 0.918169260025024 0.544791579246521 1.33591879603046e-06 1782.10021972656 1.10471725463867 2.0872175693512 8.52713298797607 0.345590680837631 0.690905272960663 0.817644000053406 0.904402911663055 0.709833204746246 0.813312590122223 0.969303607940674 3.49839425086975 1.66970098018646 0.00174995569977909 0.272718399763107 0.528846621513367 3.56443572044373
"GCM_6-112" 0.162053942680359 2.27758240699768 1.06816828250885 12.7420120239258 -0.261027127504349 3.4571795463562 9.36476707458496 0.00224717333912849 0.000129910054965876 0.0012938188156113 1.72772729456483e-08 4.99813313581399e-06 -58.32080078125 0.0782265365123749 0.19767926633358 5.12576246261597 2.18042182922363 2.14318633079529 1.57015419006348 0.783538103103638 0.630120694637299 4.58567626537842e-07 1334267.75 2053247 5.47055096831173e-05 0.000216546133742668 9.3682265287498e-06 5.53556528757326e-05 -1.27471363544464 -46.2898902893066 0.0694493129849434 5.01189088821411 6.77891159057617 0.406227201223373 0.0237112734466791 0.0236249323934317 0.985903978347778 0.0929472222924232 6.84113047100255e-06 3149.64624023438 1.70442998409271 2.01772904396057 5.57626438140869 0.749611556529999 0.935564696788788 0.998782098293304 0.505306422710419 0.542368710041046 0.517860770225525 2.84038543701172 0.546376645565033 0.49518421292305 0.000786398944910615 0.0269054993987083 0.72551304101944 1.80168640613556
"GCM_6-113" 0.179413601756096 0.59421181678772 1.44147992134094 12.7696161270142 -0.244178205728531 0.767037451267242 2.6160295009613 0.000885505985934287 4.6355307858903e-05 0.0146123981103301 1.66453574479419e-07 7.1382150053978e-05 -72.4152450561523 0.0447337478399277 0.0278985723853111 7.0019907951355 2.58358311653137 1.83781349658966 0.321045815944672 0.226101234555244 1.90292513370514 2.58916969642087e-07 4775704 9704686 3.9939652197063e-05 0.000373016955563799 2.57588521890284e-06 8.79349245224148e-05 -1.95148956775665 -36.0393028259277 0.0351496934890747 1.77531766891479 18.3955841064453 0.807861149311066 0.0402153730392456 0.510102689266205 0.319330722093582 0.842623591423035 3.06650981656275e-05 3114.0537109375 1.30754292011261 2.31560897827148 6.84497451782227 0.880839586257935 0.53095018863678 0.607740700244904 0.558408081531525 0.541596949100494 0.25285142660141 4.68462800979614 5.09785604476929 0.80587500333786 0.000112968504254241 0.585087835788727 0.42961859703064 3.09231209754944
"GCM_6-114" 0.182359471917152 2.91924858093262 0.746091425418854 25.8004379272461 -0.483592391014099 5.08935737609863 7.97453212738037 0.00448541110381484 0.000237387852394022 0.00190222857054323 6.19994811046353e-09 6.2914355112298e-06 -75.0261764526367 0.172173291444778 0.085544191300869 5.52565908432007 1.64794909954071 1.74453568458557 1.12904942035675 0.46679425239563 0.575507640838623 1.25177535892362e-07 3269097.25 5730891.5 3.7331396015361e-05 0.000359815749106929 4.94675532536348e-06 9.74083231994882e-05 -4.90972518920898 -35.7207679748535 0.0334399454295635 3.74737334251404 11.2545413970947 0.825677573680878 0.494900763034821 0.984985172748566 0.42270839214325 0.857701361179352 1.00631023087772e-05 9757.451171875 1.49020493030548 2.38383960723877 6.82903480529785 0.532625496387482 0.875690042972565 0.902815043926239 0.80583930015564 0.613574624061584 0.186694160103798 1.80333435535431 4.06346607208252 1.21518754959106 0.00800233334302902 0.177607536315918 0.3807293176651 1.53527581691742
"GCM_6-115" 0.115332141518593 1.58634102344513 1.67086458206177 24.6982536315918 -0.273502826690674 0.770186722278595 1.26301896572113 0.00186319905333221 3.99659984395839e-05 0.000987300300039351 1.79464141325525e-08 3.91852372558787e-05 -85.5774002075195 0.00915977545082568 0.0922106727957726 4.06333827972412 1.44328844547272 0.655260026454926 1.50048232078552 1.82917046546936 1.77198052406311 8.93236560273181e-08 59763592 2765336 5.63431276532356e-05 0.00020443405082915 9.97927963908296e-06 6.16926554357633e-05 -1.86137878894806 -33.5195808410645 0.0424051322042942 6.38764810562134 4.33048343658447 0.910369694232941 0.794061124324799 0.705850601196289 0.637633323669434 0.261593192815781 2.99770581477787e-05 6624.1806640625 1.93440937995911 1.68746614456177 5.68888425827026 0.0657053291797638 0.863434791564941 0.931295573711395 0.551371335983276 0.982480525970459 0.438276529312134 3.01592612266541 7.36103582382202 1.06182110309601 0.000629644899163395 0.384325325489044 0.604189395904541 4.90585517883301
"GCM_6-116" 0.166888788342476 2.39260482788086 1.03519093990326 23.045841217041 -0.219844847917557 2.53646850585938 1.24653089046478 0.00421853922307491 0.000330824143020436 0.00153491320088506 2.61090548292487e-07 1.59778264787747e-05 -50.6366539001465 0.126300349831581 0.17151115834713 3.99941897392273 0.747237503528595 1.54505133628845 1.43251609802246 1.99194943904877 0.876137614250183 4.10249157312137e-07 26653256 3665362.75 6.46269327262416e-05 0.000345896551152691 8.69768882694189e-06 5.23115013493225e-05 -1.84840750694275 -46.9060745239258 0.0257247965782881 2.14969515800476 17.5645408630371 0.731248736381531 0.580479741096497 0.540519535541534 0.304634779691696 0.727302312850952 2.2750609787181e-06 2933.9736328125 1.35465204715729 2.94405961036682 3.74101209640503 0.507182121276855 0.891876697540283 0.628319382667542 0.937808036804199 0.50485235452652 0.687168776988983 2.85996222496033 8.22388744354248 0.375039041042328 0.000411384040489793 0.458284348249435 0.331347823143005 4.77979612350464
"GCM_6-117" 0.213224664330482 2.00929284095764 1.03451585769653 29.3583946228027 -0.135751575231552 1.02620542049408 1.42434883117676 0.00544882845133543 6.07204601692501e-05 0.000654882052913308 6.65726673787503e-09 4.91204082209151e-05 -65.1206207275391 0.0964976027607918 0.13185515999794 4.99473476409912 1.51924860477448 1.06635236740112 0.155152961611748 1.63606178760529 0.860507667064667 1.49301683904923e-07 44191400 9800539.99999999 3.60477788490243e-05 0.000158741575432941 8.29406872071559e-06 3.44119580404367e-05 -3.09638357162476 -35.2235984802246 0.0427589155733585 7.79020881652832 16.4749355316162 0.890538156032562 0.152935951948166 0.636573493480682 0.290874481201172 0.0496459864079952 1.98339439521078e-05 2018.70178222656 1.22877407073975 1.97614753246307 9.55263519287109 0.927101671695709 0.52452290058136 0.90037876367569 0.643897354602814 0.854952931404114 0.147079050540924 3.34981918334961 6.73768520355225 0.63392573595047 0.000243075643084012 0.270664423704147 0.226395025849342 1.53747475147247
"GCM_6-118" 0.20045293867588 2.49806189537048 0.94007420539856 29.7296543121338 -0.161474213004112 4.09749984741211 5.50185585021973 0.00214781844988465 0.000185461947694421 0.00141158641781658 2.88624875111054e-08 1.21446273624315e-05 -51.2378730773926 0.0666175186634064 0.0496841110289097 4.72057628631592 2.08977937698364 1.34619235992432 0.281322360038757 0.608379602432251 0.251327008008957 3.59831950902389e-08 3638707.25 444718.8125 5.32820704393089e-05 0.000376325158867985 8.83420034369919e-06 3.37579949700739e-05 -4.08460426330566 -46.1612701416016 0.0129927629604936 7.04773902893066 14.1812086105347 0.350304812192917 0.317138165235519 0.264016628265381 0.5107142329216 0.779892563819885 7.74373183958232e-05 7840.931640625 1.01564931869507 2.14079594612122 3.41606211662292 0.833929419517517 0.87329089641571 0.775960445404053 0.93829619884491 0.532719194889069 0.180228531360626 0.0144763197749853 1.25805580615997 1.67353999614716 0.00232599629089236 0.243635207414627 0.427958548069 1.93812108039856
"GCM_6-119" 0.171816200017929 1.59311151504517 1.50984406471252 27.1953792572021 -0.410206586122513 1.12036597728729 0.830453753471375 0.00131290126591921 0.000825784169137478 0.000533944112248719 1.71538957260964e-07 1.71443218732748e-06 -79.8473358154297 0.0788417980074883 0.167741686105728 3.24535226821899 1.32412219047546 1.47598254680634 1.5523042678833 1.86563050746918 1.64274477958679 2.4902652739911e-07 4411494.5 2231484.5 6.80209413985722e-05 0.000210908707231283 5.86271698921337e-06 3.67027932952624e-05 -1.9024965763092 -47.084774017334 0.0562937594950199 6.42815923690796 12.3866691589355 0.409393429756165 0.225690215826035 0.311679184436798 0.441824048757553 0.40851628780365 6.27852296020137e-06 2837.61352539062 1.61437141895294 0.984403908252716 5.75927114486694 0.403547525405884 0.696420133113861 0.820033311843872 0.921222329139709 0.64343273639679 0.22429184615612 1.44096601009369 1.23789608478546 1.62879645824432 0.00172110123094171 0.962423920631409 0.787355422973633 1.70715069770813
"GCM_6-120" 0.187637403607368 2.07870149612427 0.837822735309601 25.7110843658447 -0.413486570119858 0.0272358693182467 6.46901607513428 0.000496790802571922 0.000310279108816758 0.00228728912770748 3.06619840628741e-09 9.29980160435661e-06 -80.7063751220703 0.0267338920384646 0.030624121427536 5.78509616851807 1.86487793922424 1.81401002407074 0.969244122505188 1.61916422843933 1.29878175258636 3.05517204424177e-07 46109804 3108822 3.92419242416508e-05 0.000219296678551473 5.10682866661227e-06 6.82429817970842e-05 -1.2001713514328 -37.2477951049805 0.0486763156950474 4.19721794128418 9.39872169494629 0.747039318084717 0.400590151548386 0.892193853855133 0.502346694469452 0.417416751384735 2.30600307986606e-05 2102.33471679688 1.00733518600464 2.60049986839294 9.15734481811523 0.300911575555801 0.846099495887756 0.542611002922058 0.934462904930115 0.622390151023865 0.596301734447479 0.641960859298706 7.06031656265259 1.36007058620453 0.00145919166970998 0.646230757236481 0.802670836448669 2.77335977554321
"GCM_6-121" 0.140766531229019 2.90941262245178 1.75820791721344 21.1409111022949 -0.351270020008087 0.494290620088577 5.62598419189453 0.00068156881025061 2.55649974860717e-05 0.00205190689302981 2.16579465472932e-07 7.90777357906336e-06 -82.4054336547852 0.189672946929932 0.0697955414652824 4.01104068756104 1.75239491462708 1.83125817775726 1.95146858692169 1.65036690235138 0.347198992967606 6.63914718757042e-08 11408180 3230993.75 4.97146356792655e-05 0.000235340834478848 4.39499763160711e-06 4.50658371846657e-05 -2.60799264907837 -45.4037895202637 0.0695084035396576 6.07184410095215 10.5291738510132 0.883115708827972 0.763557434082031 0.0202021095901728 0.895590126514435 0.922602593898773 4.38911338278558e-05 9574.138671875 1.85018610954285 1.47126460075378 5.81815147399902 0.610673666000366 0.775734901428223 0.65275776386261 0.823609054088593 0.549776792526245 0.142328396439552 1.96714699268341 3.07438826560974 0.000902158964890987 0.000165096353157423 0.692152380943298 0.666516959667206 4.44991111755371
"GCM_6-122" 0.143947914242744 1.96778774261475 1.19990217685699 21.6666107177734 -0.352608740329742 0.88414865732193 7.18777656555176 0.00360013800673187 4.62543648609426e-05 0.000355459313141182 3.66275791918724e-08 1.24158577818889e-05 -88.8041763305664 0.018464844673872 0.0167673546820879 6.77186489105225 0.841573417186737 0.786270976066589 1.27815008163452 0.510412871837616 1.63245415687561 1.16827351348547e-07 5959307 277829.5625 3.24929897033144e-05 0.00055817753309384 3.9189371818793e-06 9.46089639910497e-05 -2.72898387908936 -39.6305389404297 0.0823493972420692 2.23081278800964 17.9872035980225 0.844661355018616 0.0897224992513657 0.391948103904724 0.550353109836578 0.698932707309723 8.39469430502504e-06 1534.90051269531 1.28613746166229 1.43256855010986 2.73632478713989 0.00807724986225367 0.541628897190094 0.672648131847382 0.568500220775604 0.594420254230499 0.078509233891964 2.02823352813721 6.78076219558716 1.21950387954712 0.00195837789215147 0.0132944015786052 0.874601304531097 3.52035808563232
"GCM_6-123" 0.099156066775322 1.61494719982147 2.61964654922485 21.303108215332 -0.439417779445648 0.940208971500397 8.3123664855957 0.000786804128438234 0.000101525904028676 0.00687646958976984 1.56379442728394e-08 4.12956796935759e-05 -88.7500610351562 0.0464031137526035 0.041596919298172 5.86828517913818 0.983775913715363 1.8702472448349 0.687796652317047 1.31903767585754 0.766257643699646 1.87324573630576e-08 1352216.875 195335.96875 4.01349934691098e-05 0.00012683161185123 2.08778556043399e-06 0.00010830354585778 -3.46241903305054 -43.0543022155762 0.0773863196372986 3.48877120018005 11.4902667999268 0.576551556587219 0.920030534267426 0.510296940803528 0.087457612156868 0.43805205821991 1.30458702187752e-05 6679.98974609375 1.36046588420868 2.85771918296814 4.59379100799561 0.338208824396133 0.584201574325562 0.916937351226807 0.986105382442474 0.733501255512238 0.956574559211731 2.77161598205566 8.00658226013184 1.48311185836792 0.000715854985173792 0.825959503650665 0.0402545370161533 3.89246153831482
"GCM_6-124" 0.108624562621117 1.6119647026062 1.8233699798584 12.7484912872314 -0.468830108642578 0.562209248542785 3.09735631942749 0.000420451804529876 0.000157182133989409 0.000801943009719253 7.11228125283015e-08 5.50821641809307e-06 -73.1652374267578 0.00817956589162349 0.102098941802979 4.8408784866333 1.50162029266357 0.71414715051651 1.82227969169617 0.149716809391975 1.57253921031952 2.34973462909238e-08 1419537.125 4120937.25 4.09925887652207e-05 0.000362303340807557 8.60681848280365e-06 3.44402797054499e-05 -3.92526698112488 -34.2254486083984 0.0819943472743034 9.73312664031982 5.13929224014282 0.943286776542664 0.882245361804962 0.615920841693878 0.62212723493576 0.0221096891909838 4.50753714176244e-06 4309.69775390625 1.82647383213043 1.91641271114349 8.92598915100098 0.814190447330475 0.987620949745178 0.958460330963135 0.52259236574173 0.91855376958847 0.15370087325573 3.61130857467651 0.992269277572632 1.25764763355255 0.000391543668229133 0.342260211706161 0.293592095375061 4.27279043197632
"GCM_6-125" 0.134669482707977 2.24778509140015 0.955952227115631 2.01635432243347 -0.281053841114044 1.13388180732727 8.51110458374023 0.00059252156643197 0.000362759426934644 0.000761140661779791 2.2883523964623e-09 6.58573044347576e-05 -52.5168380737305 0.0617143362760544 0.0468491390347481 3.26137828826904 1.49327039718628 1.37690782546997 0.450601488351822 1.41010499000549 1.24573147296906 1.91498699564363e-07 6308618.5 2951302.25 6.0383459640434e-05 0.000491423124913126 9.03891577763716e-06 6.48555069346912e-05 -3.42084336280823 -48.3532409667969 0.0303596090525389 5.32451868057251 16.1685810089111 0.765887141227722 0.149199351668358 0.716620564460754 0.912208199501038 0.77986091375351 2.26435186050366e-05 4886.890625 1.29462444782257 1.10822486877441 6.82793140411377 0.717606008052826 0.765953004360199 0.72380518913269 0.66491711139679 0.577224671840668 0.16919156908989 1.11503374576569 5.34287786483765 0.980901598930359 0.000120164251711685 0.650363028049469 0.958422362804413 4.49582719802856
"GCM_6-126" 0.168593227863312 1.59348106384277 2.13564229011536 17.4129676818848 -0.142942294478416 0.815243303775787 1.37215840816498 0.00217024190351367 5.71973323530983e-05 0.00440161768347025 8.15872311932252e-08 1.35059681269922e-05 -77.765495300293 0.00175467052031308 0.176385879516602 3.70437073707581 0.358274817466736 1.55233216285706 0.444272071123123 0.851880729198456 1.74382483959198 2.55209812394242e-07 18553524 588355.125 3.13564814860001e-05 0.000448415899882093 9.32640159589937e-06 3.68220571544953e-05 -2.63367104530334 -37.8799896240234 0.0114332931116223 3.29193520545959 14.4818964004517 0.557375609874725 0.0952864661812782 0.449899822473526 0.0431012399494648 0.545920789241791 4.78580386698013e-06 4410.93896484375 1.342125415802 0.595470726490021 9.85113620758057 0.300435721874237 0.987071514129639 0.990845918655396 0.752265155315399 0.511414289474487 0.816994190216064 3.08779215812683 4.25810194015503 0.913497805595398 0.0012630014680326 0.334192454814911 0.357388287782669 4.1438946723938
"GCM_6-127" 0.182498469948769 2.9171826839447 0.761347115039825 6.84350872039795 -0.391133069992065 1.59654092788696 0.763556659221649 0.00125414610374719 3.99143355025444e-05 0.00156080070883036 1.93973278328485e-07 5.14714702148922e-06 -66.8499221801758 0.0195997413247824 0.0334865525364876 7.97277545928955 1.89184629917145 1.29527461528778 0.535376071929932 1.20248985290527 1.23924565315247 5.73310671825312e-07 54182604 2626082.5 4.86721874040086e-05 0.000364398903911933 4.6930658754718e-06 8.70147123350762e-05 -1.35940062999725 -44.7394256591797 0.0255557373166084 6.25875186920166 13.2118864059448 0.355961203575134 0.560838878154755 0.633862674236298 0.830649375915527 0.877798438072205 5.80334381083958e-05 4485.71923828125 1.94955050945282 0.928876459598541 6.98702144622803 0.549057126045227 0.759747624397278 0.70405513048172 0.614184319972992 0.563019931316376 0.287574291229248 3.21520447731018 5.70846462249756 1.09264850616455 0.000943551305681467 0.713521718978882 0.210372239351273 4.70485877990723
"GCM_6-128" 0.128131523728371 2.00824642181396 2.91503620147705 12.3570194244385 -0.147607415914536 1.32946825027466 2.35883116722107 0.000884284381754696 0.000521653331816197 0.000949679000768811 5.72172798030124e-09 5.83870678383392e-06 -70.8982162475586 0.0325178653001785 0.0742842108011246 3.75383234024048 0.949313104152679 2.25628900527954 0.839034736156464 1.21305203437805 0.273992151021957 3.23141975400176e-08 27602776 899220.6875 6.15478347754106e-05 0.00019979260105174 2.21467757910432e-06 4.01709075958934e-05 -2.9465069770813 -38.807804107666 0.0458916127681732 8.15827560424805 9.39709568023682 0.666772246360779 0.892235100269318 0.984499156475067 0.62794440984726 0.00108651572372764 3.10049399558921e-05 2005.10009765625 1.11522126197815 2.50972962379456 4.86820316314697 0.840959012508392 0.569925844669342 0.79048216342926 0.535981774330139 0.609243214130402 0.676559507846832 0.515221118927002 3.34876084327698 0.00268246326595545 0.00119568733498454 0.242251202464104 0.495369881391525 2.93654656410217
"GCM_6-129" 0.249750643968582 2.72556209564209 1.03327906131744 18.0763854980469 -0.156252980232239 0.823745548725128 9.81375503540039 0.000828629184979945 1.36261605803156e-05 0.00209372094832361 3.17260280269238e-08 1.2561604307848e-05 -81.4381713867188 0.132007136940956 0.0776166170835495 3.92045331001282 1.46561419963837 2.13393664360046 1.05833411216736 1.00203192234039 0.701500535011292 9.51104652813229e-08 29678398 3412969 6.65157494950108e-05 0.00023061981482897 7.1196900535142e-06 8.06315292720683e-05 -3.16873240470886 -41.2693328857422 0.0317915640771389 4.44303274154663 9.93619823455811 0.589285314083099 0.665496230125427 0.360033929347992 0.0181572716683149 0.515649020671844 9.63086131378078e-06 2025.55603027344 1.21688604354858 2.55922365188599 1.06150758266449 0.172887966036797 0.52312046289444 0.693215250968933 0.996164441108704 0.643772780895233 0.197234660387039 0.074487842619419 7.40782356262207 1.44308984279633 0.00323243229649961 0.462351709604263 0.0592269599437714 1.47794139385223
"GCM_6-130" 0.124704234302044 2.63379263877869 0.809747755527496 19.5150852203369 -0.328777551651001 3.30063390731812 9.97216415405273 0.00129900057800114 2.71798471658258e-05 0.000527794298250228 8.50319906930963e-07 2.27571240429825e-06 -51.6904335021973 0.0977086052298546 0.109357945621014 3.80998873710632 0.257042795419693 1.10919594764709 1.0685259103775 1.76871705055237 0.504570662975311 2.42892195245758e-08 1020329.875 122599.359375 3.5567325539887e-05 0.000452592095825821 8.43154884933028e-06 5.31230652995873e-05 -3.52197861671448 -27.5508155822754 0.0838605687022209 8.67731380462646 19.9463939666748 0.987875640392303 0.677118003368378 0.503528833389282 0.527510404586792 0.0401823706924915 7.96805834397674e-05 1622.54431152344 1.19240486621857 2.31827664375305 2.40140414237976 0.941037833690643 0.907543420791626 0.876178562641144 0.977422714233398 0.892641425132751 0.141591250896454 0.547706007957459 1.51938891410828 1.61290669441223 0.00669062184169888 0.938146650791168 0.261210441589355 1.05770528316498
